Visitor #,"Timestamp
GMT +9",Visitor Id,Repeat Visitor,"Number
of Visit","Visitor Name
(Premium)",Referrer,Keywords,Entrance Page,"Visit Duration (seconds)
(Premium)","Visit Depth
(Premium)","Conversions
(Premium)","Click Path
(Premium)",IP,Organization,Country,Region,City,Postal Code,Screen Size,Browser,OS,User Agent
455,Sep 14 2020 12:41:55 AM,X149w4XrZUiC6gi3NZvatwAAAAE,no,1,,https://l.instagram.com,,https://www.helldog-s.com,152,5,,https://www.helldog-s.com (6 seconds) > https://www.helldog-s.com/lookbook (85 seconds) > https://www.helldog-s.com/seminude (23 seconds) > https://www.helldog-s.com/body (13 seconds) > https://www.helldog-s.com (26 seconds),121.161.178.82,Korea Telecom,South Korea,Seoul,Gwangjin-gu,4991,1920x1080,Chrome,Windows,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.83 Safari/537.36"
454,Sep 14 2020 12:38:49 AM,X149CJjwlNG7l5isYrtxKgAAAAE,no,1,,Direct Access,,https://www.helldog-s.com,44,4,,https://www.helldog-s.com (1 seconds) > https://www.helldog-s.com/lookbook (19 seconds) > https://www.helldog-s.com/person (6 seconds) > https://www.helldog-s.com (19 seconds),121.161.165.203,Korea Telecom,South Korea,Seoul,Seoul,2878,414x896,Safari,iOS,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Instagram 158.1.0.29.120 (iPhone12,1; iOS 13_7; ko-Kore_KR; ko-KR; scale=2.00; 828x1792; 244229785)"
453,Sep 14 2020 12:26:10 AM,X146EXczh9KLDim-GIN@ZQAAAAM,no,1,,Direct Access,,https://www.helldog-s.com,6,1,,https://www.helldog-s.com (6 seconds),223.39.161.33,SK Telecom,South Korea,Seoul,Seoul,2878,375x667,Safari,iOS,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 KAKAOTALK 9.0.0"
452,Sep 14 2020 12:12:35 AM,X1424j6d1E6ZLXPMOG7wRgAAAAU,no,1,,Direct Access,,https://www.helldog-s.com,13,1,,https://www.helldog-s.com (13 seconds),121.166.113.232,Korea Telecom,South Korea,Incheon,Incheon,21539,360x879,Chrome,Android,"Mozilla/5.0 (Linux; Android 10; SM-F700N Build/QP1A.190711.020; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/85.0.4183.101 Mobile Safari/537.36;KAKAOTALK 2109010"
451,Sep 14 2020 12:04:32 AM,X140-8ptuhyBjYxrFDV1-QAAAAM,no,1,,Direct Access,,https://www.helldog-s.com,16,2,,https://www.helldog-s.com (8 seconds) > https://www.helldog-s.com/person (8 seconds),175.223.38.207,Korea Telecom,South Korea,Seoul,Seoul,2878,414x896,Safari,iOS,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Instagram 158.1.0.29.120 (iPhone11,8; iOS 13_7; ko-Kore_KR; ko-KR; scale=2.00; 828x1792; 244229785)"
450,Sep 13 2020 11:59:18 PM,X14zxlFCd-0H4LhQNQQ4OwAAAAQ,no,1,,https://ad.search.naver.com/search.naver?where=ad&query=연예인화보촬영&referenceId=U1GzEwprvmZsse/8qxGssssssds-517757&bucket=0,연예인화보촬영,https://www.helldog-s.com/model-and-actor?NaPm=ct=kf184yyo|ci=0z800030aPTtgDRgs13d|tr=sa|hk=d9c7686b498fd89e98eed735912d90f3156868e7,205,11,,https://www.helldog-s.com/model-and-actor?NaPm=ct=kf184yyo|ci=0z800030aPTtgDRgs13d|tr=sa|hk=d9c7686b498fd89e98eed735912d90f3156868e7 (26 seconds) > https://www.helldog-s.com/apply-event?NaPm=ct=kf184yyo|ci=0z800030aPTtgDRgs13d|tr=sa|hk=d9c7686b498fd89e98eed735912d90f3156868e7 (13 seconds) > https://www.helldog-s.com/body?NaPm=ct=kf184yyo|ci=0z800030aPTtgDRgs13d|tr=sa|hk=d9c7686b498fd89e98eed735912d90f3156868e7 (26 seconds) > https://www.helldog-s.com/dog?NaPm=ct=kf184yyo|ci=0z800030aPTtgDRgs13d|tr=sa|hk=d9c7686b498fd89e98eed735912d90f3156868e7 (19 seconds) > https://www.helldog-s.com/model-and-actor?NaPm=ct=kf184yyo|ci=0z800030aPTtgDRgs13d|tr=sa|hk=d9c7686b498fd89e98eed735912d90f3156868e7 (5 seconds) > https://www.helldog-s.com/person?NaPm=ct=kf184yyo|ci=0z800030aPTtgDRgs13d|tr=sa|hk=d9c7686b498fd89e98eed735912d90f3156868e7 (19 seconds) > https://www.helldog-s.com/music?NaPm=ct=kf184yyo|ci=0z800030aPTtgDRgs13d|tr=sa|hk=d9c7686b498fd89e98eed735912d90f3156868e7 (3 seconds) > https://www.helldog-s.com/model?NaPm=ct=kf184yyo|ci=0z800030aPTtgDRgs13d|tr=sa|hk=d9c7686b498fd89e98eed735912d90f3156868e7 (19 seconds) > https://www.helldog-s.com/grapher?NaPm=ct=kf184yyo|ci=0z800030aPTtgDRgs13d|tr=sa|hk=d9c7686b498fd89e98eed735912d90f3156868e7 (26 seconds) > https://www.helldog-s.com/musician?NaPm=ct=kf184yyo|ci=0z800030aPTtgDRgs13d|tr=sa|hk=d9c7686b498fd89e98eed735912d90f3156868e7 (26 seconds) > https://www.helldog-s.com/person?NaPm=ct=kf184yyo|ci=0z800030aPTtgDRgs13d|tr=sa|hk=d9c7686b498fd89e98eed735912d90f3156868e7 (26 seconds),49.171.177.51,Lg Powercomm,South Korea,Gyeonggi-do,Gwangju,12761,1680x1050,Chrome,Windows,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.102 Safari/537.36"
449,Sep 13 2020 11:50:35 PM,X14xu5LVcsMkTjV-D8zCHQAAAAM,no,1,,Direct Access,,https://www.helldog-s.com/model-and-actor?NaPm=ct=kf17tnk0|ci=0A00002KajTtohV-nKWl|tr=sa|hk=1b1e0ad1f697014e15e49a559facb08fee4072f3,150,3,,https://www.helldog-s.com/model-and-actor?NaPm=ct=kf17tnk0|ci=0A00002KajTtohV-nKWl|tr=sa|hk=1b1e0ad1f697014e15e49a559facb08fee4072f3 (33 seconds) > https://www.helldog-s.com/person?NaPm=ct=kf17tnk0|ci=0A00002KajTtohV-nKWl|tr=sa|hk=1b1e0ad1f697014e15e49a559facb08fee4072f3 (32 seconds) > https://www.helldog-s.com/model-and-actor?NaPm=ct=kf17tnk0|ci=0A00002KajTtohV-nKWl|tr=sa|hk=1b1e0ad1f697014e15e49a559facb08fee4072f3 (85 seconds),58.233.35.12,SK Broadband,South Korea,Seoul,Guro-gu,8226,1920x1080,MSIE,Windows,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko
448,Sep 13 2020 11:45:55 PM,X14wo4VIXSTyUr16Qs9lzgAAAAE,no,1,,Direct Access,,https://www.helldog-s.com,6,1,,https://www.helldog-s.com (6 seconds),180.231.151.25,Lg Powercomm,South Korea,Gyeonggi-do,Hwaseong-si,18524,412x846,Chrome,Android,"Mozilla/5.0 (Linux; Android 10; SM-N960N Build/QP1A.190711.020; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/85.0.4183.101 Mobile Safari/537.36;KAKAOTALK 2109010"
447,Sep 13 2020 11:43:19 PM,X14wBhFrrWeVU0ue2fH--wAAAAE,no,1,,Direct Access,,https://www.helldog-s.com,89,3,,https://www.helldog-s.com (32 seconds) > https://www.helldog-s.com/dog (25 seconds) > https://www.helldog-s.com/contact (32 seconds),2001:e60:104b:585a:78e8:c2ed:9e07:b0bb,Korea Telecom,South Korea,Gyeonggi-do,Siheung-si,14971,375x812,Safari,iOS,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 KAKAOTALK 9.0.2"
446,Sep 13 2020 11:25:46 PM,X14r6S@FdzkBYHbFXqVlFwAAAAE,no,1,,Direct Access,,https://www.helldog-s.com,6,1,,https://www.helldog-s.com (6 seconds),2001:e60:1068:6cc0:0:45:195a:e701,Korea Telecom,South Korea,Seoul,Dongjak-gu,6970,412x869,Chrome,Android,"Mozilla/5.0 (Linux; Android 10; SM-N971N Build/QP1A.190711.020; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/80.0.3987.99 Mobile Safari/537.36;KAKAOTALK 1908901"
445,Sep 13 2020 11:23:34 PM,X14rZSD4H-zhgw3VtcntGgAAAAE,no,1,,Direct Access,,https://www.helldog-s.com,5,1,,https://www.helldog-s.com (5 seconds),211.36.149.49,LG Uplus,South Korea,Seoul,Seoul,2878,414x896,Safari,iOS,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 KAKAOTALK 9.0.3"
444,Sep 13 2020 11:22:45 PM,X14rNWvmovlVlVNQUhvS7QAAAAE,no,1,,https://m.ad.search.naver.com/search.naver?where=m_expd&query=바디프로필&referenceId=U1Gq8wprvy4ssRi1S80ssssssDh-261649,바디프로필,https://www.helldog-s.com/body,9,1,,https://www.helldog-s.com/body (9 seconds),118.223.158.160,SK Broadband,South Korea,Gyeonggi-do,Gimpo-si,10108,412x846,Chrome,Android,"Mozilla/5.0 (Linux; Android 7.1.1; SAMSUNG SM-N950N) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/12.1 Chrome/79.0.3945.136 Mobile Safari/537.36"
443,Sep 13 2020 11:22:37 PM,X14rLF22nG1hBBCB6adGGwAAAAA,no,1,,Direct Access,,https://www.helldog-s.com,13,1,,https://www.helldog-s.com (13 seconds),119.197.149.228,Korea Telecom,South Korea,Incheon,Incheon,21539,412x915,Chrome,Android,"Mozilla/5.0 (Linux; Android 10; SM-A315N Build/QP1A.190711.020; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/85.0.4183.101 Mobile Safari/537.36;KAKAOTALK 2109010"
442,Sep 13 2020 11:06:55 PM,X14nf76rIT3skpPi@jz@DAAAAAM,no,1,,https://m.blog.naver.com/balloonbus/222004909563,,https://www.helldog-s.com/body,51,3,,https://www.helldog-s.com/body (44 seconds) > https://www.helldog-s.com/print-copy (6 seconds) > https://www.helldog-s.com/body (2 seconds),1.243.10.110,SK Broadband,South Korea,Incheon,Incheon,21539,412x846,Chrome,Android,"Mozilla/5.0 (Linux; Android 10; SAMSUNG SM-N960N) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/12.1 Chrome/79.0.3945.136 Mobile Safari/537.36"
441,Sep 13 2020 09:12:37 PM,X14MtFgx23CDdlK5n0z8@gAAAAI,no,1,,https://www.youtube.com,,https://www.helldog-s.com/body,249,7,,https://www.helldog-s.com/body (26 seconds) > https://www.helldog-s.com/landscape (26 seconds) > https://www.helldog-s.com/lookbook (62 seconds) > https://www.helldog-s.com/food (52 seconds) > https://www.helldog-s.com/uniform (26 seconds) > https://www.helldog-s.com/product (8 seconds) > https://www.helldog-s.com/street (51 seconds),114.108.21.15,Tbroad Suwon Broadcasting Corporation,South Korea,Gyeonggi-do,Suwon,16258,1920x1080,Chrome,Windows,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.102 Safari/537.36"
440,Sep 13 2020 08:58:06 PM,X14JTZlOM7dp2TYOyJETAwAAAAI,no,1,,Direct Access,,https://www.helldog-s.com/dog,98,1,,https://www.helldog-s.com/dog (98 seconds),113.30.41.14,"TBROAD Dongdaemun cable networks,Inc.",South Korea,Seoul,Seoul,2878,375x812,Safari,iOS,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Instagram 156.0.0.26.109 (iPhone12,3; iOS 13_7; ko-Kore_KR; ko-KR; scale=3.00; 1125x2436; 240132115)"
439,Sep 13 2020 07:49:08 PM,X1ofqr77vHD8@vSRIagMPQAAAAI,yes,2,,Direct Access,,https://www.helldog-s.com/map,855,6,,https://www.helldog-s.com/map (8 seconds) > https://www.helldog-s.com/map (2 seconds) > https://www.helldog-s.com/news (3 seconds) > https://www.helldog-s.com/map (26 seconds) > https://www.helldog-s.com/guide-body (86 seconds) > https://www.helldog-s.com/news (731 seconds),175.223.31.59,Korea Telecom,South Korea,Seoul,Seoul,2878,412x846,Chrome,Android,"Mozilla/5.0 (Linux; Android 10; SAMSUNG SM-G965N/KSU3ETH3) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/11.1 Chrome/75.0.3770.143 Mobile Safari/537.36"
438,Sep 13 2020 06:48:08 PM,X1M3JTg3mEgL3x8j0aRZaQAAAAA,yes,5,,https://m.ad.search.naver.com/search.naver?where=m_expd&query=발레프로필&referenceId=U13pqdp0JWhssL5Zim0ssssssgw-098596,발레프로필,https://www.helldog-s.com/body,9,1,,https://www.helldog-s.com/body (9 seconds),14.37.83.120,Korea Telecom,South Korea,Incheon,Incheon,21539,412x846,Chrome,Android,"Mozilla/5.0 (Linux; Android 10; SAMSUNG SM-A750N/KSU3CTF2) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/12.1 Chrome/79.0.3945.136 Mobile Safari/537.36"
437,Sep 13 2020 04:33:18 PM,X13LPTMpv0AhDYD6n3lKnQAAAAI,no,1,,https://m.blog.naver.com/01ht/221990180614,,https://www.helldog-s.com/body,33,1,,https://www.helldog-s.com/body (33 seconds),182.224.79.37,Lg Powercomm,South Korea,Gyeonggi-do,Gyeonggi-do,10133,412x869,Chrome,Android,"Mozilla/5.0 (Linux; Android 10; SAMSUNG SM-G977N) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/12.1 Chrome/79.0.3945.136 Mobile Safari/537.36"
436,Sep 13 2020 03:19:07 PM,X1252r3hxfcxmmK8UwK52AAAAAQ,no,1,,Direct Access,,https://www.helldog-s.com/lookbook,13,1,,https://www.helldog-s.com/lookbook (13 seconds),58.150.30.214,LG DACOM Corporation,South Korea,Seoul,Yeongdeungpo-dong,7247,375x812,Safari,iOS,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1.2 Mobile/15E148 Safari/604.1"
435,Sep 13 2020 02:42:10 PM,X12xMXf8gdefLEtoLtA8GgAAAAM,no,1,,https://m.ad.search.naver.com/search.naver?where=m_expd&query=바디프로필스튜디오&referenceId=U12wMdp0Jx0ssZVSgysssssssNh-109176,바디프로필스튜디오,https://www.helldog-s.com/body,4,1,,https://www.helldog-s.com/body (4 seconds),115.161.41.44,Qrixnowoncable,South Korea,Seoul,Nowon-gu,1686,360x720,Chrome,Android,"Mozilla/5.0 (Linux; Android 9; LGM-V300K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.101 Mobile Safari/537.36"
434,Sep 13 2020 02:38:34 PM,X12wWbz0QIK5iIh5O1p79gAAAAE,no,1,,https://naver.com,,https://www.helldog-s.com,1,1,,https://www.helldog-s.com (1 seconds),220.79.6.179,Korea Telecom,South Korea,Gyeonggi-do,Bucheon-si,14554,375x812,Safari,iOS,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1.2 Mobile/15E148 Safari/604.1"
433,Sep 13 2020 01:59:34 PM,X12nNWKwMzOOvbMABhm3XAAAAAQ,no,1,,Direct Access,,https://www.helldog-s.com/body,18,1,,https://www.helldog-s.com/body (18 seconds),49.168.105.10,Lg Powercomm,South Korea,Gyeonggi-do,Pyeongtaek-si,17910,375x812,Safari,iOS,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Instagram 158.1.0.29.120 (iPhone10,6; iOS 13_7; ko-Kore_KR; ko-KR; scale=3.00; 1125x2436; 244229785)"
432,Sep 13 2020 01:56:40 PM,X0zz9S4MK3Kh1b-2uaUKQgAAAAI,no,6,,Direct Access,,https://www.helldog-s.com,362,5,,https://www.helldog-s.com (41 seconds) > https://www.helldog-s.com/dog (265 seconds) > https://www.helldog-s.com/grapher (3 seconds) > https://www.helldog-s.com (3 seconds) > https://www.helldog-s.com/dog (51 seconds),58.150.30.214,LG DACOM Corporation,South Korea,Seoul,Yeongdeungpo-dong,7247,375x812,Safari,iOS,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 KAKAOTALK 8.9.8"
431,Sep 13 2020 12:52:19 PM,X12Xck4OxnpkhpZ8zW0IuQAAAAE,no,1,,https://link.inpock.co.kr/helldog_s,,https://www.helldog-s.com,65,2,,https://www.helldog-s.com (14 seconds) > https://www.helldog-s.com/lookbook (51 seconds),2001:e60:9008:a42d:546a:6346:9ca9:e3d3,Korea Telecom,South Korea,Seoul,Jongno-gu,3020,412x892,Chrome,Android,"Mozilla/5.0 (Linux; Android 9; LM-V500N Build/PKQ1.190223.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/85.0.4183.101 Mobile Safari/537.36 Instagram 158.0.0.30.123 Android (28/9; 420dpi; 1080x2146; LGE/lge; LM-V500N; flashlmdd; flashl"
430,Sep 13 2020 10:38:34 AM,X08749bX3pGpllTnHS2HggAAAAM,yes,6,,https://link.inpock.co.kr/helldog_s,,https://www.helldog-s.com,14,2,,https://www.helldog-s.com (3 seconds) > https://www.helldog-s.com/lookbook (11 seconds),112.166.226.150,Korea Telecom,South Korea,Chungcheongnam-do,Seosan City,31983,374x824,Chrome,Android,"Mozilla/5.0 (Linux; Android 10; SM-F907N Build/QP1A.190711.020; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/85.0.4183.101 Mobile Safari/537.36 Instagram 158.0.0.30.123 Android (29/10; 360dpi; 840x1852; samsung; SM-F907N; winner; qcom; ko"
429,Sep 13 2020 10:37:08 AM,X113w3muFbNOUeENq8boAAAAAAE,no,1,,Direct Access,,https://www.helldog-s.com/grapher,2,1,,https://www.helldog-s.com/grapher (2 seconds),124.49.113.16,Lg Powercomm,South Korea,Seoul,Yeongdeungpo-gu,7286,375x812,Chrome,iOS,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/85.0.4183.92 Mobile/15E148 Safari/604.1"
428,Sep 13 2020 10:22:34 AM,X110WZLCY2WDbKMYFWwxewAAAAE,no,1,,https://link.inpock.co.kr/helldog_s,,https://www.helldog-s.com,18,1,,https://www.helldog-s.com (18 seconds),39.7.50.203,Korea Telecom,South Korea,Seoul,Seoul,2878,414x896,Safari,iOS,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Instagram 158.0.0.27.120 (iPhone12,1; iOS 13_7; en_KR; en-KR; scale=2.00; 828x1792; 242841067)"
427,Sep 13 2020 08:23:41 AM,X1yXvgtQmy-MOZp6QIBRkQAAAAI,yes,3,,Direct Access,,https://www.helldog-s.com/lesson-photo,98,2,,https://www.helldog-s.com/lesson-photo (86 seconds) > https://www.helldog-s.com/contact (13 seconds),49.169.25.234,Lg Powercomm,South Korea,Gyeongsangbuk-do,Gumi,39138,375x667,Safari,iOS,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1.2 Mobile/15E148 Safari/604.1"
426,Sep 13 2020 04:39:05 AM,X1shMc70rdOEBv3RHwBF5gAAAAI,yes,3,,https://search.naver.com/search.naver?sm=tab_hty.top&where=nexearch&query=댄서+프로필&oquery=댄스+영상+촬영&tqi=U1VlslprvmsssZJn60ossssssrZ-137031,댄서 프로필,https://www.helldog-s.com/video-fashion,32,1,,https://www.helldog-s.com/video-fashion (32 seconds),180.83.151.114,Lg Powercomm,South Korea,Gyeonggi-do,Goyang-si,10461,1707x960,Chrome,Windows,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.102 Safari/537.36"
425,Sep 13 2020 01:08:21 AM,X1yWvADEBrXym7yMzp-gAwAAAAA,yes,2,,Direct Access,,https://www.helldog-s.com/grapher,1,1,,https://www.helldog-s.com/grapher (1 seconds),124.49.113.16,Lg Powercomm,South Korea,Seoul,Yeongdeungpo-gu,7286,375x812,Chrome,iOS,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/85.0.4183.92 Mobile/15E148 Safari/604.1"
424,Sep 12 2020 11:22:01 PM,X1zZiCAYWvXEQWXnsJyBxAAAAAM,no,1,,Direct Access,,https://www.helldog-s.com,9,1,,https://www.helldog-s.com (9 seconds),223.62.175.50,SK Telecom,South Korea,Seoul,Seoul,2878,414x896,Safari,iOS,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_5_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 KAKAOTALK 8.8.8"
423,Sep 12 2020 11:19:42 PM,X1zY-hTqXQ5fbZ3W-OSu4AAAAAM,no,1,,https://www.google.co.kr,,https://en.helldog-s.com/model-works,19,1,,https://en.helldog-s.com/model-works (19 seconds),210.100.147.186,Korea Telecom,South Korea,Gyeonggi-do,Hwaseong-si,18524,375x667,Safari,iOS,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1.2 Mobile/15E148 Safari/604.1"
422,Sep 12 2020 10:44:15 PM,X1zQr2Ny2W0KhrfMXRZUwgAAAAA,no,1,,https://m.ad.search.naver.com/search.naver?where=m_expd&query=여자바디프로필스튜디오&referenceId=U1zL3sp0JWVssQlMSodssssstbV-137029,여자바디프로필스튜디오,https://www.helldog-s.com/body,129,5,,https://www.helldog-s.com/body (62 seconds) > https://www.helldog-s.com/body (32 seconds) > https://www.helldog-s.com/kids (8 seconds) > https://www.helldog-s.com/seminude (26 seconds) > https://www.helldog-s.com/body (2 seconds),121.167.177.69,Korea Telecom,South Korea,Seoul,Gangdong-gu,5292,360x760,Chrome,Android,"Mozilla/5.0 (Linux; Android 10; SAMSUNG SM-G977N/KSU4CTG1) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/12.1 Chrome/79.0.3945.136 Mobile Safari/537.36"
421,Sep 12 2020 09:44:57 PM,X1yXvgtQmy-MOZp6QIBRkQAAAAI,yes,2,,Direct Access,,https://www.helldog-s.com/lesson-photo,3,1,,https://www.helldog-s.com/lesson-photo (3 seconds),49.169.25.234,Lg Powercomm,South Korea,Gyeongsangbuk-do,Gumi,39138,375x667,Safari,iOS,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1.2 Mobile/15E148 Safari/604.1"
420,Sep 12 2020 08:39:31 PM,X1iu0X47vZeyr24tzvkrvgAAAAQ,yes,2,,https://m.search.naver.com/search.naver?sm=mtb_hty.top&where=m&oquery=출생신고소&tqi=U1ypvwprvP4ssRPR6GVssssst8V-478717&query=헬돇.,헬돇.,https://www.helldog-s.com,15,2,,https://www.helldog-s.com (9 seconds) > https://www.helldog-s.com/model-and-actor (6 seconds),2001:4430:c034:f869::426:9d7,LG Uplus,South Korea,Incheon,Incheon,21539,412x869,Chrome,Android,"Mozilla/5.0 (Linux; Android 10; SAMSUNG SM-N971N) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/12.0 Chrome/79.0.3945.136 Mobile Safari/537.36"
419,Sep 12 2020 08:29:35 PM,X1yxHzKTh7WUB6DCAugc6AAAAAM,no,1,,https://l.instagram.com,,https://www.helldog-s.com,61,2,,https://www.helldog-s.com (10 seconds) > https://www.helldog-s.com/body (51 seconds),121.179.147.149,Korea Telecom,South Korea,Gwangju,Gwangju,61426,360x780,Chrome,Android,"Mozilla/5.0 (Linux; Android 10; LM-G710N Build/QKQ1.191222.002; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/85.0.4183.81 Mobile Safari/537.36 Instagram 157.0.0.37.120 Android (29/10; 640dpi; 1440x2834; LGE/lge; LM-G710N; judyln; judyln; "
418,Sep 12 2020 07:50:27 PM,X1obi2njpSUhAwMIsDQGtAAAAAU,yes,2,,https://l.instagram.com,,https://www.helldog-s.com/dog,3,1,,https://www.helldog-s.com/dog (3 seconds),39.7.47.147,Korea Telecom,South Korea,Seoul,Seoul,2878,412x846,Chrome,Android,"Mozilla/5.0 (Linux; Android 10; SM-N960N Build/QP1A.190711.020; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/85.0.4183.101 Mobile Safari/537.36 Instagram 158.0.0.30.123 Android (29/10; 420dpi; 1080x2181; samsung; SM-N960N; crownlteks; sam"
417,Sep 12 2020 06:43:27 PM,X1yYP8mBR3IisoRGR7LzQAAAAAA,no,1,,https://l.instagram.com,,https://www.helldog-s.com/dog,9,1,,https://www.helldog-s.com/dog (9 seconds),2001:e60:3179:43e5:0:3e:554a:f201,Korea Telecom,South Korea,Seoul,Seoul,2878,412x869,Chrome,Android,"Mozilla/5.0 (Linux; Android 10; SM-G977N Build/QP1A.190711.020; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/85.0.4183.101 Mobile Safari/537.36 Instagram 158.0.0.30.123 Android (29/10; 420dpi; 1080x2050; samsung; SM-G977N; beyondx; exynos"
416,Sep 12 2020 06:41:18 PM,X1yXvgtQmy-MOZp6QIBRkQAAAAI,no,1,,Direct Access,,https://www.helldog-s.com/lesson-photo,8,1,,https://www.helldog-s.com/lesson-photo (8 seconds),175.223.23.167,Korea Telecom,South Korea,Seoul,Seoul,2878,375x667,Safari,iOS,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1.2 Mobile/15E148 Safari/604.1"
415,Sep 12 2020 06:37:00 PM,X1yWvADEBrXym7yMzp-gAwAAAAA,no,1,,Direct Access,,https://www.helldog-s.com,115,3,,https://www.helldog-s.com (42 seconds) > https://www.helldog-s.com/about-studio (42 seconds) > https://www.helldog-s.com/grapher (32 seconds),223.38.27.159,SK Telecom,South Korea,Seoul,Seoul,2878,375x812,Chrome,iOS,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/85.0.4183.92 Mobile/15E148 Safari/604.1"
414,Sep 12 2020 05:17:36 PM,X1yEIAS75CpPSlY7MXbu9AAAAAE,no,1,,https://m.blog.naver.com/PostView.nhn?blogId=windwell11&logNo=220109755366&categoryNo=22&proxyReferer=https://www.google.com,,https://www.helldog-s.com/seminude,9,1,,https://www.helldog-s.com/seminude (9 seconds),61.77.157.163,Korea Telecom,South Korea,Gyeonggi-do,Hwaseong-si,18524,412x869,Chrome,Android,"Mozilla/5.0 (Linux; Android 10; SM-G973N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.101 Mobile Safari/537.36"
